OPE6_ID,INSTNM,CONTROL,CIP4,CIPCODE,CIPDESC,Program_Normalized,CREDLEV,IPEDSCOUNT2,EARN_MDN_1YR,EARN_MDN_4YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,DEBT_ALL_STGP_EVAL_MDN
3259,Eastern University,Private,26.01,2601,"Biology, General.",Biology,3,15,,,,,
3259,Eastern University,Private,27.01,2701,Mathematics.,Mathematics,3,14,,,,,25899
3259,Eastern University,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,9,,,,,
3259,Eastern University,Private,40.05,4005,Chemistry.,Chemistry,3,0,,,,,
3259,Eastern University,Private,42.01,4201,"Psychology, General.",Psychology,3,29,,,43573,17,26000
3259,Eastern University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,14,,,,,
3259,Eastern University,Private,44.07,4407,Social Work.,Social Work,3,17,36308,42847,47205,42,26750
3259,Eastern University,Private,45.1,4510,Political Science and Government.,Political Science,3,6,,,,,
3259,Eastern University,Private,45.11,4511,Sociology.,Sociology,3,4,,,,,
3259,Eastern University,Private,50.09,5009,Music.,Music,3,15,,,,,
3259,Eastern University,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,2,,,,,
3259,Eastern University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,44,83733,75087,88979,40,26000
3259,Eastern University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,44,52763,51577,67797,48,27000
3259,Eastern University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,7,,65698,73187,21,
3259,Eastern University,Private,52.14,5214,Marketing.,Marketing,3,10,51655,58250,61936,16,26000
3259,Eastern University,Private,54.01,5401,History.,History,3,4,,,,,
3321,Edinboro University of Pennsylvania,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,16,,57477,,,26000
3321,Edinboro University of Pennsylvania,Public,11.07,1107,Computer Science.,Computer Science,3,0,,,,,
3321,Edinboro University of Pennsylvania,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,65,,41638,,,27000
3321,Edinboro University of Pennsylvania,Public,23.01,2301,"English Language and Literature, General.",English,3,17,,38332,,,26000
3321,Edinboro University of Pennsylvania,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,40,,35201,,,27000
3321,Edinboro University of Pennsylvania,Public,26.01,2601,"Biology, General.",Biology,3,13,,38338,,,27000
3321,Edinboro University of Pennsylvania,Public,27.01,2701,Mathematics.,Mathematics,3,7,,,,,
3321,Edinboro University of Pennsylvania,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,29,,37022,,,26242
3321,Edinboro University of Pennsylvania,Public,40.05,4005,Chemistry.,Chemistry,3,8,,,,,
3321,Edinboro University of Pennsylvania,Public,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,51,,37913,,,26000
3321,Edinboro University of Pennsylvania,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,30,,40074,,,26164
3321,Edinboro University of Pennsylvania,Public,44.07,4407,Social Work.,Social Work,3,17,,38775,,,28000
3321,Edinboro University of Pennsylvania,Public,45.06,4506,Economics.,Economics,3,4,,,,,
3321,Edinboro University of Pennsylvania,Public,45.1,4510,Political Science and Government.,Political Science,3,8,,45465,,,
3321,Edinboro University of Pennsylvania,Public,45.11,4511,Sociology.,Sociology,3,12,,36408,,,34672
3321,Edinboro University of Pennsylvania,Public,50.07,5007,Fine and Studio Arts.,Art,3,101,,31656,,,26000
3321,Edinboro University of Pennsylvania,Public,50.09,5009,Music.,Music,3,2,,,,,
3321,Edinboro University of Pennsylvania,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,12,,,,,
3321,Edinboro University of Pennsylvania,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,72,,63134,,,26000
3321,Edinboro University of Pennsylvania,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,55,,46831,,,26000
3321,Edinboro University of Pennsylvania,Public,52.03,5203,Accounting and Related Services.,Accounting,3,15,,,,,
3321,Edinboro University of Pennsylvania,Public,54.01,5401,History.,History,3,4,,,,,
3262,Elizabethtown College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,12,,,,,
3262,Elizabethtown College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,17,50725,50351,53887,28,27000
3262,Elizabethtown College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,13,50918,,,,27000
3262,Elizabethtown College,Private,23.01,2301,"English Language and Literature, General.",English,3,5,,,,,
3262,Elizabethtown College,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,4,,,,,
3262,Elizabethtown College,Private,26.01,2601,"Biology, General.",Biology,3,20,36891,57896,65814,26,27000
3262,Elizabethtown College,Private,27.01,2701,Mathematics.,Mathematics,3,2,,,,,
3262,Elizabethtown College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,0,,,,,
3262,Elizabethtown College,Private,40.05,4005,Chemistry.,Chemistry,3,3,,,,,
3262,Elizabethtown College,Private,42.01,4201,"Psychology, General.",Psychology,3,20,,37357,50181,19,27000
3262,Elizabethtown College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,4,,,,,
3262,Elizabethtown College,Private,44.07,4407,Social Work.,Social Work,3,6,,51614,47909,25,
3262,Elizabethtown College,Private,45.06,4506,Economics.,Economics,3,3,,,,,
3262,Elizabethtown College,Private,45.1,4510,Political Science and Government.,Political Science,3,12,,48759,48414,16,27000
3262,Elizabethtown College,Private,45.11,4511,Sociology.,Sociology,3,3,,,,,
3262,Elizabethtown College,Private,50.04,5004,Design and Applied Arts.,Design,3,2,,,,,
3262,Elizabethtown College,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,2,,,,,
3262,Elizabethtown College,Private,50.07,5007,Fine and Studio Arts.,Art,3,4,,,,,
3262,Elizabethtown College,Private,50.09,5009,Music.,Music,3,8,,,,,
3262,Elizabethtown College,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,5,85329,,,,
3262,Elizabethtown College,Private,51.22,5122,Public Health.,Public Health,3,0,,,,,
3262,Elizabethtown College,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,0,,,,,
3262,Elizabethtown College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,58,58707,62876,71041,99,26000
3262,Elizabethtown College,Private,52.03,5203,Accounting and Related Services.,Accounting,3,8,61602,66023,76209,45,27000
3262,Elizabethtown College,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,6,,,,,
3262,Elizabethtown College,Private,52.14,5214,Marketing.,Marketing,3,3,,,,,
3262,Elizabethtown College,Private,54.01,5401,History.,History,3,11,,,,,
3265,Franklin and Marshall College,Private,11.07,1107,Computer Science.,Computer Science,3,16,,,,,
3265,Franklin and Marshall College,Private,23.01,2301,"English Language and Literature, General.",English,3,7,,,,,
3265,Franklin and Marshall College,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,60259,69117,27,
3265,Franklin and Marshall College,Private,26.01,2601,"Biology, General.",Biology,3,40,37950,,,,19000
3265,Franklin and Marshall College,Private,27.01,2701,Mathematics.,Mathematics,3,34,,,,,
3265,Franklin and Marshall College,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,104,43593,60796,78260,35,19000
3265,Franklin and Marshall College,Private,40.05,4005,Chemistry.,Chemistry,3,18,,,,,
3265,Franklin and Marshall College,Private,42.01,4201,"Psychology, General.",Psychology,3,0,,54142,64810,24,
3265,Franklin and Marshall College,Private,45.06,4506,Economics.,Economics,3,53,52801,,75967,16,23000
3265,Franklin and Marshall College,Private,45.1,4510,Political Science and Government.,Political Science,3,47,45928,60579,71360,40,19000
3265,Franklin and Marshall College,Private,45.11,4511,Sociology.,Sociology,3,32,31444,54897,,,19000
3265,Franklin and Marshall College,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,5,,,,,
3265,Franklin and Marshall College,Private,50.07,5007,Fine and Studio Arts.,Art,3,13,,,,,
3265,Franklin and Marshall College,Private,50.09,5009,Music.,Music,3,4,,,,,
3265,Franklin and Marshall College,Private,51.22,5122,Public Health.,Public Health,3,28,43134,,,,20875
3265,Franklin and Marshall College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,64,64664,77821,88150,44,19500
3265,Franklin and Marshall College,Private,54.01,5401,History.,History,3,11,,,,,
3266,Gannon University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,0,,,,,
3266,Gannon University,Private,11.07,1107,Computer Science.,Computer Science,3,4,,,,,
3266,Gannon University,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,6,44313,41001,44194,17,
3266,Gannon University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,2,,,,,
3266,Gannon University,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,9,,,,,
3266,Gannon University,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,20,65796,68422,78829,24,27000
3266,Gannon University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,8,,,,,
3266,Gannon University,Private,26.01,2601,"Biology, General.",Biology,3,33,,55361,65047,50,27000
3266,Gannon University,Private,27.01,2701,Mathematics.,Mathematics,3,7,,,,,
3266,Gannon University,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,2,,,,,
3266,Gannon University,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,45,,46980,60778,62,26000
3266,Gannon University,Private,40.05,4005,Chemistry.,Chemistry,3,6,,,,,
3266,Gannon University,Private,42.01,4201,"Psychology, General.",Psychology,3,20,,35729,42016,19,26000
3266,Gannon University,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,6,,,,,
3266,Gannon University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,45,39788,50290,54467,33,22057
3266,Gannon University,Private,44.07,4407,Social Work.,Social Work,3,10,,,44471,17,
3266,Gannon University,Private,45.1,4510,Political Science and Government.,Political Science,3,7,,,,,
3266,Gannon University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,3,,,,,
3266,Gannon University,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,3,,,,,
3266,Gannon University,Private,51.22,5122,Public Health.,Public Health,3,1,,,,,
3266,Gannon University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,68,65493,64630,72662,98,27000
3266,Gannon University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,22,,,53110,,
3266,Gannon University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,17,,41644,50220,,
3266,Gannon University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,11,,,,,
3266,Gannon University,Private,52.14,5214,Marketing.,Marketing,3,11,,,,,
3266,Gannon University,Private,54.01,5401,History.,History,3,6,,,,,
3267,Geneva College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,11,45323,,,,25995
3267,Geneva College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,11,33818,40758,38780,20,23500
3267,Geneva College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,12,,,,,
3267,Geneva College,Private,23.01,2301,"English Language and Literature, General.",English,3,5,,,,,
3267,Geneva College,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,,,
3267,Geneva College,Private,26.01,2601,"Biology, General.",Biology,3,8,,55627,65433,19,
3267,Geneva College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,4,,,,,
3267,Geneva College,Private,40.05,4005,Chemistry.,Chemistry,3,10,,,,,
3267,Geneva College,Private,42.01,4201,"Psychology, General.",Psychology,3,10,,34595,36097,18,23250
3267,Geneva College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,1,,,,,
3267,Geneva College,Private,45.1,4510,Political Science and Government.,Political Science,3,6,,,,,
3267,Geneva College,Private,45.11,4511,Sociology.,Sociology,3,1,,,,,
3267,Geneva College,Private,50.04,5004,Design and Applied Arts.,Design,3,0,,,,,
3267,Geneva College,Private,50.09,5009,Music.,Music,3,2,,,,,
3267,Geneva College,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,1,,,,,
3267,Geneva College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,43,52264,60266,66921,51,25371
3267,Geneva College,Private,52.03,5203,Accounting and Related Services.,Accounting,3,10,43163,65189,80702,18,
3267,Geneva College,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,4,,,,,
3267,Geneva College,Private,52.14,5214,Marketing.,Marketing,3,4,,,,,
3267,Geneva College,Private,54.01,5401,History.,History,3,9,,,,,
3268,Gettysburg College,Private,11.07,1107,Computer Science.,Computer Science,3,12,74642,,,,27000
3268,Gettysburg College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,3,,,,,
3268,Gettysburg College,Private,23.01,2301,"English Language and Literature, General.",English,3,29,40601,54100,58130,24,26242
3268,Gettysburg College,Private,26.01,2601,"Biology, General.",Biology,3,35,,,61403,,25257
3268,Gettysburg College,Private,27.01,2701,Mathematics.,Mathematics,3,16,,,,,
3268,Gettysburg College,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,16,,,,,
3268,Gettysburg College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,0,,,,,
3268,Gettysburg College,Private,40.05,4005,Chemistry.,Chemistry,3,7,,,,,
3268,Gettysburg College,Private,42.01,4201,"Psychology, General.",Psychology,3,0,50040,50611,66453,26,27000
3268,Gettysburg College,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,36,41599,,,,27000
3268,Gettysburg College,Private,45.06,4506,Economics.,Economics,3,66,62925,86599,103735,30,26812
3268,Gettysburg College,Private,45.1,4510,Political Science and Government.,Political Science,3,71,43322,66454,79444,28,26749
3268,Gettysburg College,Private,45.11,4511,Sociology.,Sociology,3,27,36396,,,,22747
3268,Gettysburg College,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,7,,,,,
3268,Gettysburg College,Private,50.07,5007,Fine and Studio Arts.,Art,3,18,,,,,
3268,Gettysburg College,Private,50.09,5009,Music.,Music,3,6,27556,,,,
3268,Gettysburg College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,59,51673,71231,102369,42,27000
3268,Gettysburg College,Private,54.01,5401,History.,History,3,45,28497,42417,51857,18,27000
4058,Gratz College,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,,,
4058,Gratz College,Private,42.01,4201,"Psychology, General.",Psychology,3,4,,,,,
3269,Grove City College,Private,11.07,1107,Computer Science.,Computer Science,3,30,,,,,
3269,Grove City College,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,41,,,,,
3269,Grove City College,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,30,,,,,
3269,Grove City College,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,17,,,,,
3269,Grove City College,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,50,,,,,
3269,Grove City College,Private,26.01,2601,"Biology, General.",Biology,3,14,,,,,
3269,Grove City College,Private,27.01,2701,Mathematics.,Mathematics,3,12,,,,,
3269,Grove City College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,27,,,,,
3269,Grove City College,Private,40.05,4005,Chemistry.,Chemistry,3,4,,,,,
3269,Grove City College,Private,42.01,4201,"Psychology, General.",Psychology,3,15,,,,,
3269,Grove City College,Private,44.07,4407,Social Work.,Social Work,3,8,,,,,
3269,Grove City College,Private,45.06,4506,Economics.,Economics,3,15,,,,,
3269,Grove City College,Private,45.1,4510,Political Science and Government.,Political Science,3,18,,,,,
3269,Grove City College,Private,45.11,4511,Sociology.,Sociology,3,3,,,,,
3269,Grove City College,Private,50.09,5009,Music.,Music,3,4,,,,,
3269,Grove City College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,31,,,,,
3269,Grove City College,Private,52.03,5203,Accounting and Related Services.,Accounting,3,42,,,,,
3269,Grove City College,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,39,,,,,
3269,Grove City College,Private,52.14,5214,Marketing.,Marketing,3,26,,,,,
3269,Grove City College,Private,54.01,5401,History.,History,3,13,,,,,
3270,Gwynedd Mercy University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,6,,,,,
3270,Gwynedd Mercy University,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,16,47453,,,,25250
3270,Gwynedd Mercy University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,0,,,,,
3270,Gwynedd Mercy University,Private,23.01,2301,"English Language and Literature, General.",English,3,0,,,,,
3270,Gwynedd Mercy University,Private,26.01,2601,"Biology, General.",Biology,3,7,,,,,
3270,Gwynedd Mercy University,Private,27.01,2701,Mathematics.,Mathematics,3,0,,,,,
3270,Gwynedd Mercy University,Private,42.01,4201,"Psychology, General.",Psychology,3,16,38046,,,,28250
3270,Gwynedd Mercy University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,17,,56260,61212,22,25500
3270,Gwynedd Mercy University,Private,44.07,4407,Social Work.,Social Work,3,8,,,,,
3270,Gwynedd Mercy University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,304,82372,83996,97882,71,25000
3270,Gwynedd Mercy University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,50,55645,53616,61163,59,27000
3270,Gwynedd Mercy University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,7,,,,,
3270,Gwynedd Mercy University,Private,54.01,5401,History.,History,3,10,,,,,
3274,Haverford College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,31,,,,,
3274,Haverford College,Private,11.07,1107,Computer Science.,Computer Science,3,0,,,,,
3274,Haverford College,Private,23.01,2301,"English Language and Literature, General.",English,3,22,,,,,
3274,Haverford College,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,0,,,,,
3274,Haverford College,Private,26.01,2601,"Biology, General.",Biology,3,28,,,,,
3274,Haverford College,Private,27.01,2701,Mathematics.,Mathematics,3,31,,,,,
3274,Haverford College,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,2,,,,,
3274,Haverford College,Private,40.05,4005,Chemistry.,Chemistry,3,34,,,,,
3274,Haverford College,Private,42.01,4201,"Psychology, General.",Psychology,3,27,,,,,
3274,Haverford College,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,1,,,,,
3274,Haverford College,Private,45.06,4506,Economics.,Economics,3,31,,,,,
3274,Haverford College,Private,45.1,4510,Political Science and Government.,Political Science,3,33,,,,,
3274,Haverford College,Private,45.11,4511,Sociology.,Sociology,3,7,,,,,
3274,Haverford College,Private,50.07,5007,Fine and Studio Arts.,Art,3,0,,,,,
3274,Haverford College,Private,50.09,5009,Music.,Music,3,3,,,,,
3274,Haverford College,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,0,,,,,
3274,Haverford College,Private,54.01,5401,History.,History,3,14,,,,,
3275,Holy Family University,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,27,46555,44816,54373,43,27000
3275,Holy Family University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,7,,,,,
3275,Holy Family University,Private,23.01,2301,"English Language and Literature, General.",English,3,5,,,,,
3275,Holy Family University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,3,,,,,
3275,Holy Family University,Private,26.01,2601,"Biology, General.",Biology,3,22,44567,,,,27000
3275,Holy Family University,Private,27.01,2701,Mathematics.,Mathematics,3,4,,,,,
3275,Holy Family University,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,4,31518,,,,
3275,Holy Family University,Private,42.01,4201,"Psychology, General.",Psychology,3,39,24833,41301,44624,29,27000
3275,Holy Family University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,19,33496,51759,60018,37,27000
3275,Holy Family University,Private,44.07,4407,Social Work.,Social Work,3,0,,,,,
3275,Holy Family University,Private,45.06,4506,Economics.,Economics,3,0,,,,,
3275,Holy Family University,Private,45.1,4510,Political Science and Government.,Political Science,3,0,,,,,
3275,Holy Family University,Private,45.11,4511,Sociology.,Sociology,3,0,,,,,
3275,Holy Family University,Private,50.07,5007,Fine and Studio Arts.,Art,3,8,,,,,
3275,Holy Family University,Private,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,9,,,,,
3275,Holy Family University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,264,83363,83634,95227,233,23250
3275,Holy Family University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,21,49870,71347,74969,51,26974
3275,Holy Family University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,9,47059,59397,67590,25,27000
3275,Holy Family University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,0,,,,,
3275,Holy Family University,Private,54.01,5401,History.,History,3,2,,,,,
7469,Hussian College-Philadelphia,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,0,,26911,35561,17,
7469,Hussian College-Philadelphia,Private,50.04,5004,Design and Applied Arts.,Design,3,0,,26875,32603,18,
7469,Hussian College-Philadelphia,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,0,,,,,
7469,Hussian College-Philadelphia,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,0,,37362,38824,,
7469,Hussian College-Philadelphia,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,0,,,,,
3276,Immaculata University,Private,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,16,42670,41994,44054,27,27000
3276,Immaculata University,Private,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,4,,,,,
3276,Immaculata University,Private,23.01,2301,"English Language and Literature, General.",English,3,4,,,,,
3276,Immaculata University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,1,,,,,
3276,Immaculata University,Private,26.01,2601,"Biology, General.",Biology,3,4,,,,,
3276,Immaculata University,Private,27.01,2701,Mathematics.,Mathematics,3,0,,,,,
3276,Immaculata University,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,1,,,,,
3276,Immaculata University,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,33,26236,54324,61610,34,27000
3276,Immaculata University,Private,40.05,4005,Chemistry.,Chemistry,3,4,,,,,
3276,Immaculata University,Private,42.01,4201,"Psychology, General.",Psychology,3,15,,39829,42274,,27000
3276,Immaculata University,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,13,,,65590,,
3276,Immaculata University,Private,45.11,4511,Sociology.,Sociology,3,5,,,,,
3276,Immaculata University,Private,50.09,5009,Music.,Music,3,3,,,,,
3276,Immaculata University,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,31,58926,59326,63783,17,
3276,Immaculata University,Private,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,75,87624,91952,98289,260,26899
3276,Immaculata University,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,22,54745,62290,79721,42,27000
3276,Immaculata University,Private,52.03,5203,Accounting and Related Services.,Accounting,3,5,,,,,
3276,Immaculata University,Private,52.08,5208,Finance and Financial Management Services.,Finance,3,12,,64476,,,
3276,Immaculata University,Private,52.14,5214,Marketing.,Marketing,3,10,,,,,
3276,Immaculata University,Private,54.01,5401,History.,History,3,7,,,,,
3277,Indiana University of Pennsylvania-Main Campus,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,50,54561,71540,86866,48,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,21,34827,,,,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,6,,,,,
3277,Indiana University of Pennsylvania-Main Campus,Public,23.01,2301,"English Language and Literature, General.",English,3,34,22588,41125,47461,47,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,28,33174,,,,28913
3277,Indiana University of Pennsylvania-Main Campus,Public,26.01,2601,"Biology, General.",Biology,3,67,31928,45870,56353,57,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,27.01,2701,Mathematics.,Mathematics,3,10,,60225,73213,25,
3277,Indiana University of Pennsylvania-Main Campus,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,61,31311,43092,49020,124,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,40.05,4005,Chemistry.,Chemistry,3,12,,,,,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,42.01,4201,"Psychology, General.",Psychology,3,76,32694,39704,42576,97,26000
3277,Indiana University of Pennsylvania-Main Campus,Public,45.06,4506,Economics.,Economics,3,20,46860,53716,69353,35,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,45.1,4510,Political Science and Government.,Political Science,3,31,40730,41097,48648,22,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,45.11,4511,Sociology.,Sociology,3,39,32323,36470,39930,45,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,50.04,5004,Design and Applied Arts.,Design,3,63,34981,48258,54226,37,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,16,20818,,23042,,26155
3277,Indiana University of Pennsylvania-Main Campus,Public,50.07,5007,Fine and Studio Arts.,Art,3,36,25694,38989,48975,45,25141
3277,Indiana University of Pennsylvania-Main Campus,Public,50.09,5009,Music.,Music,3,44,33070,35136,42093,41,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,51.22,5122,Public Health.,Public Health,3,17,,,,,
3277,Indiana University of Pennsylvania-Main Campus,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,154,68936,67456,75223,150,27000
3277,Indiana University of Pennsylvania-Main Campus,Public,52.01,5201,"Business/Commerce, General.",Business Administration,3,1,,,,,
3277,Indiana University of Pennsylvania-Main Campus,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,105,42362,52040,63021,119,26125
3277,Indiana University of Pennsylvania-Main Campus,Public,52.03,5203,Accounting and Related Services.,Accounting,3,43,49454,63059,66277,63,26000
